Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2025-05-25
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
2014-01-13;1800;null;5;null;10;17.8;927.9;1016.2;18;17.9;17.8;99;14;3;20
2014-01-14;0000;null;5;null;10;0;928.4;1016.8;20;19.3;18.8;93;5;1.5;50
2014-01-14;1200;null;5;null;10;0;925;1013.2;24.4;21.1;19.5;74;0;0;60
2014-01-14;1800;null;5;null;10;4.4;924.9;1012.7;26;22.3;20.6;72;5;5.3;5
2014-01-15;0000;null;7;null;10;4.1;927.1;1015.3;20.9;19.5;19;87;5;1.3;5
2014-01-15;1200;7;1;3;10;12.8;926.5;1014.6;24.9;20.8;18.8;69;27;1.1;60
2014-01-15;1800;2;2;3;8;0;923.9;1011.4;30.1;20.5;15.5;41;23;5;70
2014-01-16;0000;null;7;null;10;.4;926.6;1015.3;21.6;19.8;19;85;0;0;10
2014-01-16;1200;2;5;3;0;1.4;925.3;1013.2;25;19.8;16.9;60;32;1.6;60
2014-01-16;1800;null;5;null;10;22.2;925.3;1013.7;20.8;19.5;18.7;88;5;1;50
2014-01-17;0000;null;5;null;10;0;925.7;1013.7;22;18.7;13.5;73;32;1.6;50
2014-01-17;1200;0;2;3;5;0;926.5;1014.5;24.7;21.1;19.4;72;32;1.3;60
2014-01-17;1800;null;5;null;10;29;925.8;1014.3;21;20.3;20;94;14;1.5;50
2014-01-18;0000;0;1;4;6;0;926.7;1014.1;20.2;19.3;18.9;92;14;2.1;50
2014-01-18;1200;null;5;null;10;0;927.4;1015.9;22.6;19.5;17.9;75;14;1.6;60
2014-01-18;1800;2;2;1;8;0;925.5;1013.4;28.1;22.1;19;58;14;4.5;70
2014-01-19;0000;0;1;7;7;0;926;1014.3;21.5;18.7;17.1;76;5;1.6;50
2014-01-19;1200;0;1;0;1;0;926.9;1014.1;25;20.3;17.7;64;0;0;60
2014-01-19;1800;2;2;3;7;0;924.2;1011.5;27.3;21.5;18.5;59;14;4.8;70
2014-01-20;0000;0;5;3;4;0;924.8;1012.7;21.6;19;17.5;78;14;4.2;50
2014-01-20;1200;0;0;0;0;0;925.3;1013.3;24.4;20.7;18.8;71;5;2;50
2014-01-20;1800;null;5;null;10;0;922.7;1009.7;30.9;22.5;18.5;48;14;3.2;60
2014-01-21;0000;null;5;null;10;1.2;924.3;1012.8;23.1;20.5;19.2;79;14;3.2;20
2014-01-21;1200;0;0;0;0;0;925.4;1013.2;25;20.5;18.2;66;32;2;70
2014-01-21;1800;0;2;3;7;0;924.6;1011.6;31.7;21.6;16.3;40;32;3.6;70
2014-01-22;0000;null;5;null;10;7.7;925;1012;23.6;21.6;19;84;14;2.8;50
2014-01-22;1200;0;1;3;4;0;926.7;1014.5;26.7;20.3;16.6;54;32;2.2;70
2014-01-22;1800;null;5;null;8;0;923.8;1010.6;31.7;22.7;18.5;45;23;2.5;70
2014-01-23;0000;null;5;null;10;11.2;926.2;1013.4;23.2;21.1;20.3;83;23;1.3;50
2014-01-23;1200;2;2;3;7;0;926.7;1014.6;26;22;20.1;70;32;1.8;60
2014-01-23;1800;null;5;null;10;0;924.9;1012.3;29.3;22.9;19.7;56;23;3.6;60
2014-01-24;0000;0;0;3;2;0;925.7;1012;24.2;21.5;18.8;79;14;1.6;50
2014-01-24;1200;4;0;3;5;0;924.5;1011.9;27.3;21.7;18.8;60;32;1.8;60
2014-01-24;1800;2;5;3;9;0;922.6;1009.8;31.7;22.7;18.4;45;23;3.6;70
2014-01-25;0000;0;0;0;0;57.4;924;1011.7;20.8;19.7;19.1;90;32;1.6;50
2014-01-25;1200;0;0;0;2;0;924.1;1012.2;23.3;20.5;19.3;78;0;0;60
2014-01-25;1800;0;2;3;8;0;922.3;1009.3;31.6;21.7;16.7;41;23;2.8;70
2014-01-26;0000;0;0;4;7;0;925.1;1012.3;24.6;20.7;18.6;70;14;1.6;50
2014-01-26;1200;0;0;0;0;0;926.4;1013.7;27.3;22.3;19.9;64;14;2.1;60
2014-01-26;1800;0;5;1;5;0;924.8;1011.6;31.1;24;20.6;54;23;5;50
2014-01-27;0000;0;0;4;5;0;926.1;1013.6;24.2;21.5;20.3;79;14;3.6;50
2014-01-27;1200;0;1;1;5;0;928.7;1016.6;26.4;22.1;20.3;69;9;2.8;50
2014-01-27;1800;0;2;3;5;0;925.4;1012.8;33.1;22.8;17.8;40;14;4.1;50
2014-01-28;0000;0;0;4;6;0;927.2;1014.9;24.8;22.1;20.9;79;18;2.3;10
2014-01-28;1200;0;7;4;5;0;928.5;1016.4;25.5;21.9;20.1;72;36;.5;20
2014-01-28;1800;0;2;3;7;0;925.7;1012.9;31.3;20.7;15;37;14;1.6;60
2014-01-29;0000;0;0;0;0;0;927;1014.6;26.2;21.7;19.6;67;14;2.5;50
2014-01-29;1200;0;0;0;0;0;928.3;1015.8;27.8;20.2;16.1;49;14;2.8;60
2014-01-29;1800;0;2;3;4;0;925.1;1011.8;33.8;19.7;10.3;24;5;3.1;70
2014-01-30;0000;0;0;0;0;0;926.4;1013.6;27;20.3;16.9;54;14;4.5;50
2014-01-30;1200;0;5;0;2;0;927.7;1015.2;27.4;20.1;16.4;51;23;1.6;60
2014-01-30;1800;null;5;null;10;0;925.6;1012.6;32.3;21.1;15.1;35;14;1;60
2014-01-31;0000;0;0;0;0;0;925.7;1012.9;27.4;19.3;14.8;46;9;2.1;50
2014-01-31;1200;0;0;0;0;0;927.4;1014.7;27.9;20.7;16.8;51;5;2;50
2014-01-31;1800;0;2;3;8;0;923.2;1009.8;33.1;21.1;14.8;33;14;2.5;60
2014-02-01;0000;0;0;0;0;0;925.1;1012.1;27.9;19.5;14.5;44;14;1.6;50
2014-02-01;1200;0;0;0;0;0;927.4;1014.6;28.2;20.2;15.8;47;14;1.1;70
2014-02-01;1800;0;2;0;2;0;922.8;1009.2;35.7;20.7;11.2;24;23;2.5;70
2014-02-02;0000;0;0;0;0;0;925;1012.1;27;22.4;20.1;66;14;1.6;50
2014-02-02;1200;0;1;0;1;0;926;1013.6;28.2;21.2;17.3;50;36;3;70
2014-02-02;1800;1;2;0;8;0;923.1;1009.6;33.8;21.7;15.3;33;9;2.5;70
2014-02-03;0000;0;1;0;3;0;924.3;1011.2;27;22.1;19.9;65;14;3.3;50
2014-02-03;1200;0;5;7;4;0;925.1;1012.1;28.8;21.5;18;52;32;3.3;70
2014-02-03;1800;0;2;3;8;0;922.8;1009.2;33.8;22;16.2;35;32;2.3;70
2014-02-04;0000;0;5;8;5;0;924.3;1011.2;27.1;21.5;18.4;59;5;3;50
2014-02-04;1200;0;2;3;7;0;926.1;1013.2;28.3;20.1;17.3;51;32;3.6;60
2014-02-04;1800;2;2;3;8;0;923.9;1011.3;33.7;21;13.6;30;32;2;70
2014-02-05;0000;0;0;3;5;0;925.2;1012.2;27.3;20.9;17.3;54;14;2;50
2014-02-05;1200;0;0;0;0;0;925.7;1012.8;29;21.9;18.4;53;18;3.3;60
2014-02-05;1800;0;2;0;6;0;924;1010.5;34.7;21.6;14.9;29;9;2.8;70
2014-02-06;0000;0;1;0;2;0;925.5;1013;25.8;21.9;19.9;70;14;2.6;50
2014-02-06;1200;0;0;0;0;0;926.3;1013.1;28.1;21.1;17.3;52;27;1.3;60
2014-02-06;1800;0;2;1;6;0;924.6;1011.4;33.3;23.7;19.5;44;23;4;50
2014-02-07;0000;0;0;0;0;0;925.4;1012.5;27.1;20.5;17;54;9;2.8;50
2014-02-07;1200;0;0;0;0;0;927.7;1015.1;28.3;19.2;12.6;40;14;2.1;60
2014-02-07;1800;0;2;1;5;0;923.9;1010.5;34.7;21.9;15.2;31;14;2.8;60
2014-02-08;0000;0;0;0;0;0;925.2;1012.2;27.8;20.8;17.3;53;14;3.3;50
2014-02-08;1200;0;0;0;0;0;926.2;1013.2;29.1;20.8;16.7;47;32;2.5;70
2014-02-08;1800;1;2;0;6;0;923.7;1010.2;34.7;21.3;13.5;28;27;2.1;70
2014-02-09;0000;0;0;1;2;3;924.5;1011.5;25.5;21.2;19;67;14;1.6;50
2014-02-09;1200;0;0;0;0;0;926;1013.3;28.1;20.3;16.4;49;18;.5;70
2014-02-09;1800;0;2;3;6;0;924.1;1010.5;35.3;21.7;13.1;26;23;2;70
2014-02-10;0000;0;7;7;6;6.8;924.2;1011.4;24.7;21.5;20;75;32;2.1;50
2014-02-10;1200;0;0;0;0;0;926.1;1013.6;27.4;20.7;17.3;54;5;2.3;70
2014-02-10;1800;0;2;3;5;0;924.4;1011.3;31;23.1;19.7;51;14;5;50
2014-02-11;0000;0;0;0;0;0;925.4;1012.7;26;20.5;17.9;61;9;2.5;50
2014-02-11;1200;0;0;0;0;0;926.8;1014.3;27;20.5;16.9;54;9;2.6;50
2014-02-11;1800;0;2;3;6;0;923.3;1010.1;32.7;23.8;20;47;23;4;50
2014-02-12;0000;0;6;7;5;0;924.1;1011.4;24.8;20.9;18.7;69;5;2.8;50
2014-02-12;1200;5;1;1;6;0;924.9;1012.3;27.2;19.4;14.9;47;18;1.6;70
2014-02-12;1800;0;2;1;7;0;923;1009.9;31.5;20.2;13.3;33;32;2.5;70
2014-02-13;0000;0;0;0;0;0;921.4;1008;28.3;21;17.2;51;27;.7;50
2014-02-13;1200;2;0;3;4;0;923.7;1010.6;27.5;20.9;17.5;54;32;1.6;60
2014-02-13;1800;0;2;3;5;0;920.8;1007.3;33.2;21.9;16.1;35;32;3.1;70
2014-02-14;0000;null;5;null;10;0;921.8;1013.9;23.2;20.7;19.3;80;23;3.3;50
2014-02-14;1200;2;5;3;8;0;923.9;1011.6;25.1;20.9;18.5;67;27;2.1;60
2014-02-14;1800;2;2;3;8;0;922;1009.8;30.8;22.5;18.5;48;18;2.6;60
2014-02-15;0000;null;7;null;10;53.6;925.6;1013.9;21.2;20;19.3;89;14;2.5;20
2014-02-15;1200;null;7;null;10;3.8;926;1014.4;21.7;20.2;19.6;88;23;2;20
2014-02-15;1800;null;7;null;10;69;925.3;1013.8;20.4;20.1;19.9;97;14;.7;10
2014-02-16;0000;null;5;null;10;1;926.8;1015.4;20.3;19.7;19.4;94;14;1.6;50
2014-02-16;1200;null;5;null;10;1.2;927;1015.7;20.8;19.7;17.6;82;14;2.8;50
2014-02-16;1800;null;5;null;10;0;925.2;1013.4;24;20.5;18.6;72;14;2.8;50
2014-02-17;0000;null;7;null;10;9.7;925.8;1014.4;20.4;19.8;19.4;94;14;2.3;10
2014-02-17;1200;null;7;null;10;3.6;926.6;1015.2;21.8;19.5;18.4;81;14;3.1;50
2014-02-17;1800;null;5;null;10;0;925.6;1013.8;24.8;20.9;18.7;69;14;3.3;60
2014-02-18;0000;null;5;null;10;3.3;925.5;1014;20;18.7;18;88;14;3.6;50
2014-02-18;1200;0;2;3;5;0;927;1015.6;22.4;18.1;15.5;65;14;4.3;60
2014-02-18;1800;null;5;null;10;0;925.9;1014.3;23.8;19.5;17.1;66;14;5;70
2014-02-19;0000;7;4;7;8;0;926.4;1014.8;20.4;17.3;15.4;73;14;5;50
2014-02-19;1200;1;2;0;7;0;927.5;1016.1;22.3;17.5;14.7;62;9;5;70
2014-02-19;1800;0;2;0;8;0;924.7;1012.8;26.5;20.7;17.8;59;9;4.3;70
2014-02-20;0000;null;5;null;10;0;925.6;1013.9;21.4;18.3;16.8;75;14;4.6;50
2014-02-20;1200;0;5;0;1;0;925.8;1014.1;22.2;18.6;16.7;71;5;3;70
2014-02-20;1800;0;2;8;7;0;923.6;1011.3;31.1;20.6;13.8;37;5;1.6;70
2014-02-21;0000;0;5;7;5;0;923.9;1011.9;23;20.5;19.4;80;14;.8;50
2014-02-21;1200;2;0;3;8;0;926;1013.9;24.8;20.2;17.8;65;5;2.6;60
2014-02-21;1800;6;2;3;6;0;923.7;1010.9;31.5;21.5;16.3;40;23;2.6;60
2014-02-22;0000;null;5;null;10;7.8;925.2;1012.9;24.2;19.7;17.4;66;14;2.8;50
2014-02-22;1200;7;5;7;8;0;926.4;1014.2;24.8;20.3;18.7;65;27;1.6;70
2014-02-22;1800;0;2;0;7;0;924.1;1011.1;31.7;21.8;16.8;41;32;3.3;70
2014-02-23;0000;null;5;null;10;7.6;926.2;1014.1;23;21.3;20.5;86;23;1;10
2014-02-23;1200;1;1;1;8;0;925.8;1013.5;27.1;21.4;18.1;58;5;2.3;70
2014-02-23;1800;2;1;3;8;0;924.2;1011.2;30.2;22.2;18.3;49;32;2;60
2014-02-24;0000;0;0;9;8;0;925.5;1012.9;25.8;20.9;18.2;63;14;1;50
2014-02-24;1200;null;5;null;10;0;926.7;1014.5;24.5;21;19.1;72;14;1.6;60
2014-02-24;1800;null;5;null;10;0;925.4;1013.4;24.6;21.1;19.4;73;27;2.8;60
2014-02-25;0000;null;7;null;10;1.6;926.5;1014.6;21.4;19.4;18.4;83;27;2.6;10
2014-02-25;1200;null;7;null;10;2.6;926.8;1015.1;24;21.1;19.9;78;5;1.1;60
2014-02-25;1800;null;5;null;10;0;925.2;1013.8;24.7;20.9;19;70;5;2.8;60
2014-02-26;0000;null;7;null;10;2.8;925.4;1013.5;21.4;19.4;18.4;83;5;2.3;50
2014-02-26;1200;0;0;0;0;0;926.3;1014.4;24.8;20.7;18.5;68;0;0;60
2014-02-26;1800;0;2;1;7;0;923.6;1010.6;31.9;21.7;16.3;39;36;1.1;60
2014-02-27;0000;0;2;1;7;0;926.6;1014.3;26.4;22.6;20.9;72;5;3;50
2014-02-27;1200;4;1;4;7;.2;923.2;1010.2;27.3;21.4;18;57;32;1.6;70
2014-02-27;1800;1;2;0;7;0;920.1;1006.5;32.9;22.9;17.9;41;32;4;70
2014-02-28;0000;0;4;3;6;0;922.8;1010;24.5;20.5;18.4;69;9;.8;50
2014-02-28;1200;null;5;null;10;20;923;1010.6;23.8;20.5;18.6;74;5;2.5;70
2014-02-28;1800;0;1;3;7;0;921.5;1009.1;26.3;20.5;17.7;59;32;3.3;70
2014-03-01;0000;0;5;0;9;0;921.7;1009.1;25;21.1;19.1;70;5;2.5;50
2014-03-01;1200;0;5;3;8;32.2;923.9;1011.7;22;18.8;16.9;73;32;3.3;70
2014-03-01;1800;2;2;3;9;0;921.8;1009.5;27;20.7;17.5;56;32;3.6;60
2014-03-02;0000;null;5;null;10;9;923.7;1012;20.2;19;18.3;89;32;1;50
2014-03-02;1200;0;0;0;0;0;924.9;1013.5;20.2;18.5;17.6;85;14;1.5;60
2014-03-02;1800;null;5;null;10;0;924.1;1012.3;22.9;20.1;20.5;86;14;4.5;60
2014-03-03;0000;null;7;null;10;0;925.8;1014.4;21;19.3;18.4;85;5;4.1;10
2014-03-03;1200;null;7;null;10;0;926.8;1015.3;22;19.5;18.2;79;5;3.6;60
2014-03-03;1800;null;5;null;10;0;924.3;1012.2;27.1;21.5;18.4;59;14;4.1;60
2014-03-04;0000;null;7;null;10;0;925.9;1014.1;22.6;20.1;19;80;14;4.1;50
2014-03-04;1200;null;7;null;10;0;927.2;1015.4;23;20.1;18.7;77;5;2.6;50
2014-03-04;1800;null;5;null;10;0;924.5;1012.2;26.7;21.7;19.4;64;23;2.8;60
2014-03-05;0000;null;5;null;10;0;926.9;1015.1;22.6;20.9;20.1;86;23;1.6;10
2014-03-05;1200;null;7;null;10;1;926.5;1014.8;21.9;19.8;19.6;82;0;0;60
2014-03-05;1800;null;7;null;10;5.6;925.9;1014.3;21.6;20.3;19.5;88;32;1.6;60
2014-03-06;0000;0;7;3;6;1;925.9;1014.3;21.2;20.1;19.5;90;36;1.6;50
2014-03-06;1200;null;5;null;10;0;924.8;1012.9;23.4;20.7;19.5;79;23;2.6;60
2014-03-06;1800;0;2;3;8;0;923;1010.5;29;21.9;18.4;53;23;2.6;60
2014-03-07;0000;null;7;null;10;5;924;1011.9;22.7;20.5;19.5;82;23;3.3;50
2014-03-07;1200;1;2;3;8;0;924.9;1012.9;23.6;20.4;18.7;74;5;3;20
2014-03-07;1800;null;5;null;10;0;922.9;1010.5;27.2;21.9;19.3;62;14;4;50
2014-03-08;0000;null;5;null;10;67.7;924.1;1012.3;19;18.5;18.2;95;27;3.6;20
2014-03-08;1200;null;7;null;10;19.4;924.3;1013;18.5;18;17.7;95;9;1.6;10
2014-03-08;1800;0;2;3;7;4;922.2;1010;26;20.7;17.9;61;14;2.1;60
2014-03-09;0000;null;5;null;10;0;923.5;1012;21;19.3;18.4;85;14;2.8;10
2014-03-09;1200;0;8;0;1;0;924.3;1012.5;22.4;19.9;18.6;79;36;.7;50
2014-03-09;1800;0;2;3;8;0;923.2;1010.7;29.1;20.1;15;43;32;3.3;70
2014-03-10;0000;0;1;1;3;0;924.4;1012.4;22.4;20.6;19.9;86;14;2.1;10
2014-03-10;1200;0;0;0;0;0;926.6;1014.8;23.8;20.7;19.3;76;14;1.6;60
2014-03-10;1800;7;2;7;7;0;922.6;1010;29.9;21.5;17;46;5;3.6;70
2014-03-11;0000;0;2;0;1;0;924.6;1012.3;25;20.5;18.2;66;5;2.5;50
2014-03-11;1200;7;9;4;9;0;925.2;1012.8;25.2;20.5;18.2;65;5;3.3;70
2014-03-11;1800;null;7;null;10;0;924.2;1012.4;23.2;20.3;18.9;77;5;6.6;60
2014-03-12;0000;null;5;null;10;1.8;926.6;1014.7;22;20.7;20.1;89;5;2.5;20
2014-03-12;1200;null;5;null;10;.2;928.4;1016.7;23.9;20.9;19.4;76;14;1.6;70
2014-03-12;1800;null;7;null;10;0;926.5;1014.7;23.8;21.3;20.1;80;14;2.6;10
2014-03-13;0000;null;5;null;10;14.4;928.5;1016.9;20.8;20.1;19.8;94;14;3;20
2014-03-13;1200;6;5;3;8;0;928.9;1017.4;24.1;21.3;19.8;77;18;2.5;50
2014-03-13;1800;null;5;null;10;0;925.9;1013.7;28.7;22;18.8;55;23;4.1;70
2014-03-14;0000;null;5;null;10;0;928.2;1016.7;22.8;21;20.3;86;14;2.8;20
2014-03-14;1200;4;1;0;4;0;927.5;1015.7;23.9;21.3;20;79;5;1.8;60
2014-03-14;1800;1;2;0;8;0;923.5;1010.7;31;22.8;19;49;32;3;70
2014-03-15;0000;null;5;null;10;0;925.5;1013.4;23.8;21.1;19.9;79;18;2;10
2014-03-15;1200;0;0;0;0;0;926.4;1014.1;26.2;21.5;19.1;65;5;1.3;60
2014-03-15;1800;0;2;3;6;0;923.9;1010.9;31.9;22.3;18.9;46;5;3.3;70
2014-03-16;0000;null;5;null;10;2.6;925.4;1012.9;24.5;21.9;20.9;80;14;2.3;50
2014-03-16;1200;0;0;0;0;12.6;925.9;1013.4;27.3;22.1;19.7;63;5;1.2;60
2014-03-16;1800;0;2;3;5;0;923.2;1010.9;33.1;22.5;17.4;39;5;3;70
2014-03-17;0000;0;0;0;0;25.2;925;1012.6;23.2;21.7;21.1;88;5;1;50
2014-03-17;1200;0;1;0;2;0;926.3;1014;26.6;20.3;16.8;55;36;1;70
2014-03-17;1800;0;1;0;7;0;923.6;1010.9;29.7;20.9;16.2;43;32;2;70
2014-03-18;0000;0;5;9;7;0;925.3;1012.7;25.3;20.9;18.5;66;5;1;50
2014-03-18;1200;0;5;3;7;0;926.1;1013.5;27.7;22.3;19.8;62;5;1;60
2014-03-18;1800;null;5;null;10;.8;924.4;1012.1;24;19.6;17.3;66;18;1;70
2014-03-19;0000;null;5;null;10;0;926.1;1013.7;23.6;21.7;20.9;85;18;2.5;10
2014-03-19;1200;0;1;2;7;0;925.7;1013.5;25;21.9;20.5;76;23;1.1;10
2014-03-19;1800;2;2;3;7;0;921.9;1008.9;30.3;22.3;18.5;49;32;2.3;60
2014-03-20;0000;0;2;3;7;0;923.3;1010.7;25;20.7;18.4;67;32;2.5;50
2014-03-20;1200;2;1;1;7;0;922.9;1010.2;26.2;20.6;18.1;61;32;2.5;60
2014-03-20;1800;null;5;null;10;1;920.9;1008;26.9;22.5;20.6;68;32;4.6;60
2014-03-21;0000;null;5;null;10;1;921.7;1009;24;21.3;19.9;78;23;.7;50
2014-03-21;1200;2;0;3;8;3.2;923.7;1011.5;23;20.5;19.4;80;32;3;60
2014-03-21;1800;null;5;null;10;0;922.7;1010;27.7;22.1;19.8;62;32;3.3;60
2014-03-22;0000;null;5;null;10;8.2;925;1013.2;21.2;19.3;18.2;83;32;2.8;50
2014-03-22;1200;null;5;null;10;0;925.6;1014.1;21;19.8;19.1;89;32;1.6;50
2014-03-22;1800;null;7;null;10;2.2;925.2;1013.2;23.8;21.7;20.7;83;32;2.3;10
2014-03-23;0000;null;5;null;10;0;927.2;1015.8;21;19.3;18.4;85;23;2.1;50
2014-03-23;1200;null;5;null;10;3.4;929.5;1018.5;19;17.3;14.3;84;14;3.1;50
2014-03-23;1800;null;5;null;10;0;928.2;1017.2;19;17.5;16.6;86;14;4.3;50
2014-03-24;0000;null;5;null;10;0;929.1;1018.4;18.4;16.9;16;86;14;3.3;50
2014-03-24;1200;null;5;null;10;0;929.6;1019;18.9;16.5;15;78;14;4.1;60
2014-03-24;1800;null;5;null;10;0;928.2;1021.7;22.4;18.7;16.7;70;14;3.6;60
2014-03-25;0000;null;5;null;10;0;929.5;1018.8;18.8;16.3;14.7;77;14;3.6;50
2014-03-25;1200;0;1;0;3;0;930.5;1019.6;21.2;18.1;16.2;74;14;2.1;60
2014-03-25;1800;null;5;null;10;0;929.3;1018.2;22.7;18.3;15.6;64;14;4.1;60
2014-03-26;0000;0;2;9;8;0;930;1019;19.7;17.5;13.1;80;23;3.3;50
2014-03-26;1200;null;7;null;10;0;930.8;1019.8;22.5;18.1;14.4;64;14;4.1;70
2014-03-26;1800;0;2;3;7;0;929.1;1017.9;24;20.1;18.2;70;14;4;70
2014-03-27;0000;null;5;null;10;0;929.7;1018.5;20.4;18.3;17.2;82;14;5;50
2014-03-27;1200;7;2;7;7;0;929.3;1018.1;21.4;18.5;17;76;9;3.3;70
2014-03-27;1800;0;2;3;8;0;926.3;1014.5;25.6;20.7;19.3;68;14;3.6;60
2014-03-28;0000;null;7;null;10;0;927.7;1016.3;21.5;19.1;17.9;80;14;4.6;50
2014-03-28;1200;0;1;3;4;0;928.1;1016.6;22.9;19.7;18.3;75;36;4.1;60
2014-03-28;1800;7;4;7;7;0;925.2;1013;28.1;21.3;17.6;53;14;4.1;60
2014-03-29;0000;null;7;null;10;0;925.9;1014;21.8;19.3;18;79;14;2;50
2014-03-29;1200;6;6;2;9;0;927.3;1015.7;21.9;19.2;17.9;78;5;3.3;50
2014-03-29;1800;null;5;null;10;0;924;1011.7;28.1;21.6;18.2;55;27;1;60
2014-03-30;0000;0;5;1;8;0;926.3;1014.6;22.3;20.3;19.5;84;14;2.5;10
2014-03-30;1200;5;6;3;9;0;926.2;1014.3;24;20.6;18.9;73;14;1.6;60
2014-03-30;1800;null;7;null;10;0;924.5;1012.4;24.8;19.7;16.8;61;32;5;60
2014-03-31;0000;null;7;null;10;5.4;926.8;1015.1;21.4;20.3;19.7;90;14;1.5;20
2014-03-31;1200;null;5;null;10;0;927.5;1015.9;23.4;20.3;18.7;75;9;2.5;70
2014-03-31;1800;2;2;3;9;0;925.2;1012.8;28.1;21.7;18.6;56;23;2.6;60
2014-04-01;0000;null;7;null;10;0;927.3;1015.5;22.2;20.8;19.9;87;27;1.6;50
2014-04-01;1200;1;1;2;7;.1;928.3;1016.5;25;21.8;20.3;75;36;1.3;70
2014-04-01;1800;null;7;null;10;0;925.8;1013.7;26.8;22.8;20.9;70;23;3.6;60
2014-04-02;0000;null;7;null;10;0;927.7;1015.9;22.2;20.6;19.9;87;14;3.3;50
2014-04-02;1200;null;5;null;10;0;926.9;1015.6;22.8;20.3;19.2;80;23;2.3;50
2014-04-02;1800;0;2;3;8;0;925.1;1012.9;25.4;21.5;19.5;70;14;4.3;60
2014-04-03;0000;null;7;null;10;0;926.1;1014.4;21.2;20.2;19.7;91;14;3.3;20
2014-04-03;1200;null;7;null;10;0;927;1015.5;21.4;19.7;18.4;83;18;3;20
2014-04-03;1800;2;2;1;7;0;925.3;1013.3;25.8;21.1;18.7;65;14;4;60
2014-04-04;0000;null;5;null;10;0;926.8;1015.3;21.5;19.5;19.5;83;14;3.3;50
2014-04-04;1200;null;5;null;10;0;930;1018.7;22.6;19.9;18.6;78;14;3.3;50
2014-04-04;1800;0;5;3;9;0;928.1;1016.3;24.8;20.8;18.7;69;14;5.5;60
2014-04-05;0000;0;2;0;3;0;930.1;1018.9;20.4;17.8;16.2;77;14;3.3;50
2014-04-05;1200;0;6;0;1;0;931;1020.2;19.6;16.7;14.8;74;5;4.1;70
2014-04-05;1800;0;0;0;0;0;927.8;1016.1;28.3;21.1;17.6;52;23;1.6;70
2014-04-06;0000;null;5;null;10;0;930;1019.1;21;18.7;17.6;81;14;3.3;10
2014-04-06;1200;0;0;0;0;0;929.7;1018.6;21;18.5;17.2;79;14;2.1;60
2014-04-06;1800;0;1;3;4;0;927.4;1015.2;30.7;21.7;15.6;40;32;1.3;70
2014-04-07;0000;0;0;3;2;0;927.4;1015.8;23;20.5;19.4;80;0;0;50
2014-04-07;1200;9;6;7;4;0;926.3;1014.4;23.2;19.7;18.1;73;36;.5;70
2014-04-07;1800;2;1;3;6;0;924.3;1011.8;31.4;20.5;14.1;35;23;1.6;70
2014-04-08;0000;0;0;3;5;0;925.7;1013.9;22.2;20.3;19.4;84;14;2;20
2014-04-08;1200;0;0;0;0;0;925.9;1014.3;20.8;18.1;16.6;77;9;2.6;20
2014-04-08;1800;0;1;0;4;0;923.6;1011.2;29.1;20.9;16.6;47;27;.8;70
2014-04-09;0000;0;0;1;4;0;924.5;1012.5;24.4;20.4;18.3;69;9;2;20
2014-04-09;1200;0;5;7;6;0;925;1012.8;23.6;20.2;18.7;74;5;2.1;20
2014-04-09;1800;2;0;3;9;0;921.7;1008.9;28.5;21.5;17.8;52;32;3.6;60
2014-04-10;0000;7;2;7;8;0;923.9;1011.5;25.4;20.5;18.1;64;23;1.3;50
2014-04-10;1200;null;5;null;10;0;926.4;1014.3;22.6;19.8;18.4;77;9;.8;50
2014-04-10;1800;null;7;null;10;0;925.2;1013;25.5;21.5;18.9;67;14;4.1;70
2014-04-11;0000;null;7;null;10;0;926.3;1014.5;22;19.7;18.6;81;14;4.3;50
2014-04-11;1200;1;2;3;5;0;927.4;1015.6;23.5;20.3;18.6;74;9;2.8;50
2014-04-11;1800;1;2;2;7;0;923.2;1010.6;29.5;22.6;20.9;60;32;2.5;60
2014-04-12;0000;null;7;null;10;2;925.6;1013.7;22.6;21.6;22;91;14;1.6;10
2014-04-12;1200;8;6;2;8;.1;924.8;1012.7;24.7;21.4;19.8;74;9;3.3;70
2014-04-12;1800;0;2;2;8;0;923.3;1010.6;29.2;21.9;18.4;52;9;3.3;70
2014-04-13;0000;null;7;null;10;25.8;926.5;1014.7;20.4;20.3;20.2;99;23;4.1;10
2014-04-13;1200;null;5;null;10;24;926.9;1015.5;21.7;20.4;19.6;88;0;0;50
